Name,Location_x,MinPrice,MaxPrice,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,CP,Adresse,Award2,CLASSEMENT,NOM COMMERCIAL,ADRESSE,Location_y,TELEPHONE,COURRIEL,SITE INTERNET,CAPACITE D'ACCUEIL (PERSONNES),NOMBRE DE CHAMBRES,coordonnees,Nom du département,Nom de la région,CLASSEMENT2,tarif_hotel
Louis,Paris,51,125,Modern Cuisine,2.3386653,48.8750836,33155078652.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/louis,https://stephanepitre.fr/restaurant-gastronomique-louis/,1 MICHELIN Star,75009,23 rue de la Victoire,1.0,3 étoiles,HÔTEL DE L'OCÉAN,7 RUE MAYRAN,Paris,0142800000,reservation@paris-hotel-ocean.com,http://www.paris-hotel-ocean.com,105.0,52.0,"48.877174,2.345167",PARIS,ILE-DE-FRANCE,3,258
Skab,Nîmes,50,148,Modern Cuisine,4.35921,43.833187,33466219430.0,https://guide.michelin.com/en/occitanie/nimes/restaurant/skab,https://www.restaurant-skab.fr/,1 MICHELIN Star,30000,7 rue de la République,1.0,2 étoiles,HÔTEL MAJESTIC,10 rue Pradier,Nîmes,0466292414,majestic.hotel@wanadoo.fr,http://www.hotel-majestic-nimes.com,64.0,23.0,"43.834497,4.365295",GARD,OCCITANIE,2,148
Alchémille,Kaysersberg,80,140,"Modern Cuisine, Creative",7.2497298,48.148764,33389276641.0,https://guide.michelin.com/en/grand-est/kaysersberg/restaurant/l-alchemille,https://www.alchemille.alsace/,1 MICHELIN Star,68240,53 route de Lapoutroie,1.0,2 étoiles,HÔTEL RESTAURANT HASSENFORDER,129 rue du général De Gaulle,Kaysersberg,0389471354,rception@roger-hassenforder.com,www.roger-hassenforder.com,28.0,14.0,"48.140587,7.259418",HAUT-RHIN,GRAND EST,2,101
La Promenade,Le petit-pressigny,55,125,Modern Cuisine,0.9188379,46.920786,33247949352.0,https://guide.michelin.com/en/centre-val-de-loire/le-petit-pressigny/restaurant/la-promenade,https://www.restaurantdallaislapromenade.com/,1 MICHELIN Star,37350,11 rue du Savoureulx,1.0,2 étoiles,CAMPING LES RIOMS,LIEU-DIT LES RIOmS,Barrou,02479453607,campinglesrioms@orange.fr,www.lesrioms.com,,,"46.862872,0.757433",INDRE-ET-LOIRE,CENTRE-VAL DE LOIRE,2,130
Auberge de Montfleury,Saint-germain,30,97,Modern Cuisine,4.4714401,44.5635926,33475947413.0,https://guide.michelin.com/en/auvergne-rhone-alpes/saint-germain/restaurant/auberge-de-montfleury,https://auberge-de-montfleury.fr/fr/,1 MICHELIN Star,7170,Route des Cépages,1.0,3 étoiles,CAMPING LES CHARMILLES,Le Clapas,Darbres,0475885627,info@campinglescharmilles.fr,http://www.campinglescharmilles.fr/,,,"44.633647,4.507088",ARDECHE,AUVERGNE-RHONE-ALPES,3,227
La Table d'Hôtes - Le Quatrième Mur,Bordeaux,170,170,Creative,-0.57423,44.84258,33556024970.0,https://guide.michelin.com/en/nouvelle-aquitaine/bordeaux/restaurant/la-table-d-hotes-le-quatrieme-mur,https://quatrieme-mur.com/,1 MICHELIN Star,33000,2 place de la Comédie,1.0,3 étoiles,HÔTEL IBIS STYLES BORDEAUX MÉRIADECK,Avenue du Général de LARMINAT 54 rue Joseph Abria,Bordeaux,0556240139,direction.meriadeck@orange.fr,http://www.accorhotels.com/fr/hotel-7368-ibis-styles-bordeaux-meriadeck/index.shtml,204.0,102.0,"44.833087,-0.595504",GIRONDE,NOUVELLE-AQUITAINE,3,184
À Contre Sens,Caen,31,72,Modern Cuisine,-0.3655578,49.1844865,33231974448.0,https://guide.michelin.com/en/normandie/caen/restaurant/a-contre-sens,https://www.acontresens.fr/,1 MICHELIN Star,14000,8-10 rue des Croisiers,1.0,4 étoiles,HÔTEL MERCURE CAEN CENTRE PORT DE PLAISANCE,1 rue de Courtonne,Caen,0231472424,h0869-gm@accor.com,http://www.mercure.com/fr/hotel-0869-mercure-caen-centre-port-de-plaisance/index.shtml,260.0,126.0,"49.184247,-0.355346",CALVADOS,NORMANDIE,4,323
L'Ostal,Clermont-ferrand,35,98,Modern Cuisine,3.0879692,45.7810567,33473277786.0,https://guide.michelin.com/en/auvergne-rhone-alpes/clermont-ferrand/restaurant/l-ostal,https://www.lostal-restaurant.fr/,1 MICHELIN Star,63000,16 rue Claussmann,1.0,2 étoiles,HÔTEL LUNE ÉTOILE,89 boulevard gustave flaubert,Clermont-ferrand,0473986868,contact@hotel-lune-etoile.com,http://www.hotel-lune-etoile.com/,96.0,45.0,"45.767566,3.125043",PUY-DE-DOME,AUVERGNE-RHONE-ALPES,2,113
La Mare aux Oiseaux,Saint-joachim,65,150,Creative,-2.2140297,47.3729206,33240885301.0,https://guide.michelin.com/en/pays-de-la-loire/saint-joachim/restaurant/la-mare-aux-oiseaux,https://www.mareauxoiseaux.fr/,1 MICHELIN Star,44720,223 rue du Chef-de-l'Île-Fedrun,1.0,4 étoiles,LA MARE AUX OISEAUX,223 rue du Chef de l'Ile,Saint-joachim,(02) 40 88 53 01,courriel@mareauxoiseaux.fr,http://www.mareauxoiseaux.fr/sommaire/,36.0,15.0,"47.372955,-2.213838",LOIRE-ATLANTIQUE,PAYS DE LA LOIRE,4,628
Baieta,Paris,52,110,Mediterranean Cuisine,2.3523102,48.8501648,33142025919.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/baieta,https://www.restaurant-baieta-paris.fr/,1 MICHELIN Star,75005,5 rue de Pontoise,1.0,2 étoiles,HÔTEL SUNNY,48 BOULEVARD PORT ROYAL,Paris,0143317986,infos@hotelsunny.com,https://www.hotelsunny.com/,68.0,36.0,"48.837568,2.346755",PARIS,ILE-DE-FRANCE,2,138
Auberge des Saints Pères,Aulnay-sous-bois,46,90,Creative,2.48955,48.92,33148666211.0,https://guide.michelin.com/en/ile-de-france/aulnay-sous-bois/restaurant/auberge-des-saints-peres,https://www.auberge-des-saints-peres.fr/,1 MICHELIN Star,93600,212 avenue Nonneville,1.0,2 étoiles,HÔTEL B&B PARIS NORD AULNAY-SOUS-BOIS,1 rue Léonard de Vinci,Aulnay-sous-bois,0892707593,bb_4519@hotelbb.com,www.hotelbb.com,226.0,113.0,"48.953867,2.48441",SEINE-SAINT-DENIS,ILE-DE-FRANCE,2,142
La Pomme d'Api,Saint-pol-de-léon,32,128,Creative,-3.9871351,48.6842867,33298690436.0,https://guide.michelin.com/en/bretagne/saint-pol-de-lon/restaurant/la-pomme-d-api,https://www.lapommedapi.com/fr/,1 MICHELIN Star,29250,5 rue Saint-Yves,1.0,1 étoile,CAMPING DES DUNES,Rue du Théven Bras,Santec,0298297534,mairie-de-santec@wanadoo.fr,-,,,"48.6956,-4.052007",FINISTERE,BRETAGNE,1,88
Le Chantecler,Nice,110,220,Modern Cuisine,7.2580223,43.694265,33493166410.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/nice/restaurant/le-chantecler,http://www.hotel-negresco-nice.com/fr/les-restaurants/le-chantecler,1 MICHELIN Star,6000,37 promenade des Anglais,1.0,4 étoiles,HÔTEL MERCURE NICE CENTRE NOTRE DAME,28 avenue notre dame,Nice,0493133636,h1291@accor.com,http://www.accorhotels.com/fr/hotel-1291-hotel-mercure-nice-centre-notre-dame/index.shtml,422.0,198.0,"43.703675,7.266847",ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR,4,541
Le Cénacle,Toulouse,39,150,Modern Cuisine,1.4413732,43.5994812,33567161999.0,https://guide.michelin.com/en/occitanie/toulouse/restaurant/le-cenacle,https://www.cite-hotels.com/fr/etablissements/restaurant-la-cenacle.html,1 MICHELIN Star,31000,46 rue des Couteliers,1.0,4 étoiles,NÉMÉA APPART'HÔTEL RÉSIDENCE CONCORDE,16 Boulevard Bonrepos,Toulouse,0562161442,toulouse-concorde@nemea.fr,http://www.residence-nemea.com/ete/france/midi-pyrenees/haute-garonne/toulouse/residence-vacances-concorde-117.html,220.0,,"43.611938,1.451906",HAUTE-GARONNE,OCCITANIE,4,352
Hervé Busset,Conques,40,110,Creative,2.3947792,44.5945,33565728477.0,https://guide.michelin.com/en/occitanie/conques/restaurant/herve-busset,https://www.moulindecambelong.com/fr/,1 MICHELIN Star,12320,Domaine de Cambelong,1.0,3 étoiles,CAMPING ÉTANG DU CAMP,étang du Camp,Sénergues,0565460195,info@etangducamp.fr,http://etangducamp.fr,,,"44.554572,2.463424",AVEYRON,OCCITANIE,3,225
G.a. au Manoir de Rétival,Caudebec-en-caux,150,250,"Modern Cuisine, Creative",0.7330455,49.5250364,33650234363.0,https://guide.michelin.com/en/normandie/caudebec-en-caux/restaurant/g-a-au-manoir-de-retival,https://restaurant-ga.fr/,1 MICHELIN Star,76490,2 rue Saint-Clair,1.0,2 étoiles,HÔTEL LE CHEVAL BLANC,4 place René Coty,Caudebec-en-caux,02 35 96 21 66,le-cheval-blanc-info@wanadoo.fr,http://www.le-cheval-blanc.fr/,29.0,14.0,"49.525827,0.722391",SEINE-MARITIME,NORMANDIE,2,141
Le Belvédère,Bozouls,48,118,Modern Cuisine,2.71992,44.47275,33565449266.0,https://guide.michelin.com/en/occitanie/bozouls/restaurant/le-belvedere18262,https://www.belvedere-bozouls.com/,1 MICHELIN Star,12340,11 route du Maquis-Jean-Pierre,1.0,2 étoiles,HÔTEL BOULOC,Le Bourg,Gabriac,0565449289,resahotelbouloc@gmail.com,www.hotelbouloc.com,26.0,10.0,"44.453346,2.823437",AVEYRON,OCCITANIE,2,134
L'Écrin de Yohann Chapuis,Tournus,80,175,"Creative, Modern Cuisine",4.9078059,46.5656876,33385511352.0,https://guide.michelin.com/en/bourgogne-franche-comte/tournus/restaurant/l-ecrin-de-yohann-chapuis,https://www.restaurant-greuze.fr/fr/,1 MICHELIN Star,71700,1 rue Albert-Thibaudet,1.0,2 étoiles,HÔTEL LA MIRANDOLE,AVENUE DU CLOS MOURON,Tournus,03 85 51 23 86,hotel.lamirandole@orange.fr,http://www.hotel-mirandole.com/,50.0,20.0,"46.572427,4.904302",SAONE-ET-LOIRE,BOURGOGNE-FRANCHE-COMTE,2,122
Lucas Carton,Paris,75,250,Modern Cuisine,2.3232442,48.8697476,33142652290.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/lucas-carton,https://www.lucascarton.com/,1 MICHELIN Star,75008,9 place de la Madeleine,1.0,3 étoiles,HÔTEL ALISON,21 rue de Surène,Paris,0142655400,hotel.alison@orange.fr,http://www.hotelalison.com,60.0,34.0,"48.871041,2.320259",PARIS,ILE-DE-FRANCE,3,163
Leclere,Montpellier,50,75,Modern Cuisine,3.873955,43.60673,33467689685.0,https://guide.michelin.com/en/occitanie/montpellier/restaurant/leclere,https://www.restaurantleclere.com/,1 MICHELIN Star,34000,8 rue André-Michel,1.0,2 étoiles,RÉSIDENCE APPART'CITY MONTPELLIER GARE ST ROCH,29 boulevard Berthelot,Montpellier,0467342700,montpellier@appartcity.com,https://www.appartcity.com/fr/appart-hotel/montpellier-gare-st-roch-a-montpellier.html,346.0,,"43.599785,3.872073",HERAULT,OCCITANIE,2,105
Pavyllon,Paris,68,248,Modern Cuisine,2.315754,48.8660193,33153051010.0,https://guide.michelin.com/en/ile-de-france/paris/restaurant/pavyllon,https://www.yannick-alleno.com/fr/,1 MICHELIN Star,75008,8 avenue Dutuit,1.0,3 étoiles,HÔTEL ALISON,21 rue de Surène,Paris,0142655400,hotel.alison@orange.fr,http://www.hotelalison.com,60.0,34.0,"48.871041,2.320259",PARIS,ILE-DE-FRANCE,3,238
Le 1825 - La Table gastronomique,Gesté,52,82,Modern Cuisine,-1.094786,47.1841917,33244848778.0,https://guide.michelin.com/en/pays-de-la-loire/geste/restaurant/le-1825-la-table-gastronomique,https://www.domainedelabrulaire.fr/,1 MICHELIN Star,49600,Château de la Brûlaire - 404 La Brûlaire,1.0,2 étoiles,LE LOGIS D'ELBÉE,allée Jean Monnet La loge,Beaupréau,0241756375,logis.delbee49@wanadoo.fr,http://www.lelogisdelbee.com/,64.0,29.0,"47.209312,-0.980861",MAINE-ET-LOIRE,PAYS DE LA LOIRE,2,139
Les Hauts de Loire,Onzain,99,185,Classic Cuisine,1.1432985,47.5088905,33254207257.0,https://guide.michelin.com/en/centre-val-de-loire/onzain/restaurant/domaine-des-hauts-de-loire,https://www.hautsdeloire.com/,1 MICHELIN Star,41150,79 rue Gilbert-Navard,1.0,2 étoiles,CAMPING MUNICIPAL D'ONZAIN,rue des Robiniers,Onzain,0254208515,campingmunicipal@onzain.fr,http://www.onzain.fr/fr/tourisme/camping,,,"47.491672,1.188012",LOIR-ET-CHER,CENTRE-VAL DE LOIRE,2,146
Pierre Reboul,Aix-en-provence,95,165,Creative,5.4047211,43.5084768,33442522727.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/aix-en-provence/restaurant/pierre-reboul,https://www.chateaudelapioline.com/fr/,1 MICHELIN Star,13290,"Château de la Pioline, 260 rue Guillaume-du-Vair",1.0,4 étoiles,CHÂTEAU DE LA PIOLINE,260 Rue Guillaume Vair,Aix-en-provence,0442522727,contact@chateaudelapioline.com,www.chateaudelapioline.com,42.0,17.0,"43.508944,5.40454",BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE D'AZUR,4,349
Le Restaurant du Cerisier,Lille,55,110,Modern Cuisine,3.0640904,50.6421148,33374494949.0,https://guide.michelin.com/en/hauts-de-france/lille/restaurant/le-cerisier-en-ville,https://www.lecerisier.com/,1 MICHELIN Star,59000,14 avenue du Peuple-Belge,1.0,4 étoiles,HÔTEL NOVOTEL SUITES GARE LILLE EUROPE,Boulevard de Turin,Lille,0320747070,h5240@accor.com,http://www.accorhotels.com/fr/hotel-5240-novotel-suites-gare-lille-europe/index.shtml,413.0,126.0,"50.61914,3.041171",NORD,HAUTS-DE-FRANCE,4,531
L'Émulsion,Saint-alban-de-roche,65,90,Modern Cuisine,5.2312885,45.598532,33474281912.0,https://guide.michelin.com/en/auvergne-rhone-alpes/saint-alban-de-roche/restaurant/l-emulsion327218,https://lemulsion-restaurant.com/,1 MICHELIN Star,38080,"57 route de Lyon, lieu-dit La Grive",1.0,3 étoiles,HÔTEL DE L'ISLE,13 RUE DU CREUZAT,L'isle-d'abeau,0474271355,direction@hoteldelisle.fr,http://hoteldelisle.fr,93.0,43.0,"45.615507,5.22347",ISERE,AUVERGNE-RHONE-ALPES,3,296
Le Prieuré,Villeneuve-lès-avignon,52,117,Modern Cuisine,4.796364,43.96315,33490159015.0,https://guide.michelin.com/en/occitanie/villeneuve-ls-avignon/restaurant/le-prieure13557,https://www.leprieure.com/,1 MICHELIN Star,30400,7 place du Chapitre,1.0,5 étoiles,HÔTEL LE PRIEURÉ,7 place du Chapitre,Villeneuve-lès-avignon,0490159015,contact@leprieure.com,http://www.leprieure.com/fr/hotel-luxe-provence-pres-avignon-relais-chateaux,94.0,38.0,"43.963349,4.796268",GARD,OCCITANIE,5,844
La Table d'Hôtes - La Rôtisserie du Chambertin,Gevrey-chambertin,55,85,Modern Cuisine,4.9696166,47.223991,33380343320.0,https://guide.michelin.com/en/bourgogne-franche-comte/gevrey-chambertin/restaurant/la-table-d-hote,https://www.rotisserie-chambertin.com/la-table-dhote/,1 MICHELIN Star,21220,6 rue du Chambertin,1.0,4 étoiles,CASTEL DE TRÈS GIRARD,7 RUE DE TRèS GIRARD,Morey-saint-denis,0380343309,info@castel-tres-girard.com,http://www.castel-tres-girard.com,24.0,8.0,"47.194943,4.966185",COTE-D'OR,BOURGOGNE-FRANCHE-COMTE,4,327
1131 - Abbaye de la Bussière,La bussière-sur-ouche,98,135,Modern Cuisine,4.7241758,47.2157221,33380490229.0,https://guide.michelin.com/en/bourgogne-franche-comte/la-bussire-sur-ouche/restaurant/1131,https://www.abbayedelabussiere.fr/fr/,1 MICHELIN Star,21360,Route Départementale 33,1.0,2 étoiles,CAMPING MUNICIPAL DES ISLES,Allée de la Gare,Bligny-sur-ouche,0380201840,campingdesisles@orange.fr,http://www.ville-bligny-sur-ouche.fr/camping-,,,"47.108963,4.660335",COTE-D'OR,BOURGOGNE-FRANCHE-COMTE,2,120
L'Or Q'idée,Pontoise,73,95,Modern Cuisine,2.0976083,49.0501575,33134354710.0,https://guide.michelin.com/en/ile-de-france/pontoise/restaurant/l-or-q-idee,https://www.lorqidee.fr/,1 MICHELIN Star,95000,14 rue Marcel-Rousier,1.0,2 étoiles,HÔTEL PREMIÈRE CLASSE CERGY PONTOISE,3 avenue des trois fontaines,Cergy,0134259419,premiereclasse.cergy.dir@shfrance.com,http://www.premiere-classe-cergy-pontoise.fr,321.0,134.0,"49.037201,2.075678",VAL-D'OISE,ILE-DE-FRANCE,2,110
Jérémy Galvan,Lyon,65,125,"Creative, Modern Cuisine",4.8264211,45.7621837,33472409147.0,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/jeremy-galvan,https://jeremygalvanrestaurant.com/,1 MICHELIN Star,69005,29 rue du Bœuf,1.0,4 étoiles,COLLÈGE HÔTEL,5 place Saint-Paul,Lyon,0472100505,contact@college-hotel.com,http://www.college-hotel.com,80.0,40.0,"45.765845,4.827698",RHONE,AUVERGNE-RHONE-ALPES,4,546
Auberge Saint-Walfrid,Sarreguemines,48,168,Traditional Cuisine,7.0453955,49.1147388,33387984375.0,https://guide.michelin.com/en/grand-est/sarreguemines/restaurant/auberge-st-walfrid,https://www.stwalfrid.fr/fr/,1 MICHELIN Star,57200,58 rue de Grosbliederstroff,1.0,4 étoiles,HÔTEL SAINT WALFRID,58 RUE DE GROSBLIEDERSTROFF,Sarreguemines,0387984375,CONTACT@STWALFRID.FR,STWALFRID.FR,27.0,11.0,"49.11462,7.045212",MOSELLE,GRAND EST,4,418
Château de Vault de Lugny,Vault-de-lugny,69,149,Modern Cuisine,3.8548891,47.4956359,33386340786.0,https://guide.michelin.com/en/bourgogne-franche-comte/vault-de-lugny/restaurant/chateau-de-vault-de-lugny,https://lugny.fr/,1 MICHELIN Star,89200,11 rue du Château,1.0,2 étoiles,LE MOULIN DES TEMPLIERS,10 Route du Cousin,Pontaubert,0386341080,contact@hotel-moulin-des-templiers.com,www.hotel-moulin-des-templiers.com,32.0,15.0,"47.489076,3.867841",YONNE,BOURGOGNE-FRANCHE-COMTE,2,103
Le Gourmet de Sèze,Lyon,40,115,Classic Cuisine,4.8559442,45.7691128,33478242342.0,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/le-gourmet-de-seze,https://www.legourmetdeseze.com/,1 MICHELIN Star,69006,125 rue de Sèze,1.0,3 étoiles,HÔTEL AU PATIO MORAND,99 rue de créqui,Lyon,0478526262,accueil@hotel-morand.fr,http://www.hotel-morand.fr,51.0,31.0,"45.768388,4.846233",RHONE,AUVERGNE-RHONE-ALPES,3,263
Têtedoie,Lyon,48,140,Creative,4.8233917,45.7590732,33478294010.0,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/tetedoie,https://tetedoie.com/,1 MICHELIN Star,69005,4 rue Professeur-Pierre-Marion,1.0,4 étoiles,COLLÈGE HÔTEL,5 place Saint-Paul,Lyon,0472100505,contact@college-hotel.com,http://www.college-hotel.com,80.0,40.0,"45.765845,4.827698",RHONE,AUVERGNE-RHONE-ALPES,4,752
La Balette,Collioure,60,150,"Modern Cuisine, Creative",3.0890189,42.5244835,33468820507.0,https://guide.michelin.com/en/occitanie/collioure/restaurant/la-balette,https://www.relaisdestroismas.com,1 MICHELIN Star,66190,Route de Port-Vendres,1.0,3 étoiles,HÔTEL LA CASA PAÏRAL,IMPASSE DES PALMIERS,Collioure,0468820581,contact@hotel-casa-pairal.com,http://www.hotel-casa-pairal.com,66.0,27.0,"42.52586,3.082495",PYRENEES-ORIENTALES,OCCITANIE,3,292
La Rotonde des Trésoms,Annecy,69,139,Modern Cuisine,6.1356717,45.8899488,33450514384.0,https://guide.michelin.com/en/auvergne-rhone-alpes/annecy/restaurant/la-rotonde9937,https://www.lestresoms.com/,1 MICHELIN Star,74000,"Les Trésoms, 15 boulevard de la Corniche",1.0,3 étoiles,LE BELVÉDÈRE,7 chemin du belvédère,Annecy,0450450490,b@belvedere-annecy.com,www.belvedere-annecy.com,8.0,4.0,"45.891963,6.132852",HAUTE-SAVOIE,AUVERGNE-RHONE-ALPES,3,250
La Table de Nans,La ciotat,59,120,Mediterranean Cuisine,5.6666678,43.1828371,33442831106.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/la-ciotat/restaurant/la-table-de-nans,https://www.latabledenans.com/,1 MICHELIN Star,13600,126 corniche du Liouquet,1.0,4 étoiles,CAMPING LA BAIE DES ANGES,chemin les plaines baronnes,La ciotat,0442831504,sergecarcolse@homair.com,http://www.camping-laciotat.fr/,,,"43.193148,5.674961",BOUCHES-DU-RHONE,PROVENCE-ALPES-COTE D'AZUR,4,662
L'Amaryllis,Saint-rémy,50,150,Creative,4.8200267,46.7567708,33385481298.0,https://guide.michelin.com/en/bourgogne-franche-comte/saint-rmy/restaurant/l-amaryllis1896,https://www.lamaryllis.com/,1 MICHELIN Star,71100,Chemin de Martorez,1.0,4 étoiles,HÔTEL SAINT RÉGIS,22 BOULEVARD DE LA RÉPUBLIQUE,Chalon-sur-saône,0385909560,accueil@lesaintregis.com,http://www.lesaintregis.com,70.0,35.0,"46.783824,4.850093",SAONE-ET-LOIRE,BOURGOGNE-FRANCHE-COMTE,4,711
Au Déjeuner de Sousceyrac,Sousceyrac-en-quercy,30,100,Classic Cuisine,2.0358766,44.8726659,33565330056.0,https://guide.michelin.com/en/occitanie/sousceyrac-en-quercy/restaurant/au-dejeuner-de-sousceyrac,https://www.au-dejeuner-de-sousceyrac.com/,1 MICHELIN Star,46190,2 allée Gaston-Monnerville,1.0,4 étoiles,CAMPING LES TROIS SOURCES,calviac,Sousceyrac-en-quercy,0565330301,info@camping-les-trois-sources.com,http://www.camping-les-trois-sources.com,,,"44.943018,2.067315",LOT,OCCITANIE,4,567
Alain Llorca,La colle-sur-loup,69,195,Provençal,7.1089745,43.6952832,33493320293.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/la-colle-sur-loup/restaurant/alain-llorca,https://www.alainllorca.com/,1 MICHELIN Star,6480,350 route de Saint-Paul,1.0,1 étoile,CLUB BELAMBRA LA BASTIDE,CHEMIN DE MONTMEUILLE,La colle-sur-loup,0493329696,laetitia.lebell@belambra.fr,www.belambra.fr,61.0,,"43.679672,7.098268",ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR,1,58
Le 7ème Continent,Rixheim,42,120,Modern Cuisine,7.4034533,47.7479256,33389642485.0,https://guide.michelin.com/en/grand-est/rixheim/restaurant/le-7eme-continent,https://www.le7emecontinent.com/,1 MICHELIN Star,68170,35 avenue du Général-de-Gaulle,1.0,2 étoiles,HÔTEL LE RELAIS DE RIXHEIM,1 Petit Chemin de Sausheim,Rixheim,0389645901,contact@relais-rixheim.com,www.hotel-relais-rixheim.com,86.0,42.0,"47.756113,7.385837",HAUT-RHIN,GRAND EST,2,133
L'Aspérule,Dijon,42,130,Modern Cuisine,5.044981,47.3248221,33380191284.0,https://guide.michelin.com/en/bourgogne-franche-comte/dijon/restaurant/l-asperule,https://www.restaurant-asperule.fr/,1 MICHELIN Star,21000,43 rue Jean-Jacques-Rousseau,1.0,4 étoiles,HÔTEL RÉSIDENCE DU PRÉ AUX CLERCS,3 rue du Palais,Dijon,0380380505,contact@jeanpierrebilloux.com,http://www.jeanpierrebilloux.com,12.0,5.0,"47.320714,5.041613",COTE-D'OR,BOURGOGNE-FRANCHE-COMTE,4,712
Baumanière 1850,Courchevel,195,245,Modern Cuisine,6.6380783,45.4102934,33479415180.0,https://guide.michelin.com/en/auvergne-rhone-alpes/courchevel/restaurant/baumaniere-1850,https://www.hotelstrato.com/,1 MICHELIN Star,73120,"Le Strato, Route de Bellecôte, Courchevel 1850",1.0,4 étoiles,RÉSIDENCE PIERRE ET VACANCES PREMIUM LES CHALETS DU FORUM,1 RUE DU PLANTRET,Courchevel,0479009000,coc@fr.groupepvcp.com,www.pierreetvacances.com,388.0,,"45.415336,6.631848",SAVOIE,AUVERGNE-RHONE-ALPES,4,753
Les Voiles d'Or,Dieppe,38,95,"Modern Cuisine, Seafood",1.0893938,49.9320387,33235841684.0,https://guide.michelin.com/en/normandie/dieppe/restaurant/les-voiles-d-or,https://www.lesvoilesdor.fr/,1 MICHELIN Star,76200,"2 chemin de la Falaise, à Neuville-lès-Dieppe",1.0,3 étoiles,BRIT HÔTEL DIEPPE,3 RUE JACQUES MONOD,Dieppe,0235405056,DIEPPE@BRITHOTEL.FR,http://hotel-dieppe.brithotel.fr/,102.0,49.0,"49.925249,1.076967",SEINE-MARITIME,NORMANDIE,3,290
L'Oiseau Bleu,Bordeaux,50,110,Modern Cuisine,-0.55304,44.844326,33556810939.0,https://guide.michelin.com/en/nouvelle-aquitaine/bordeaux/restaurant/l-oiseau-bleu,https://www.loiseaubleu.fr/,1 MICHELIN Star,33000,127 avenue Thiers,1.0,3 étoiles,HÔTEL IBIS STYLES BORDEAUX MÉRIADECK,Avenue du Général de LARMINAT 54 rue Joseph Abria,Bordeaux,0556240139,direction.meriadeck@orange.fr,http://www.accorhotels.com/fr/hotel-7368-ibis-styles-bordeaux-meriadeck/index.shtml,204.0,102.0,"44.833087,-0.595504",GIRONDE,NOUVELLE-AQUITAINE,3,162
Maximin Hellio,Deauville,48,120,Modern Cuisine,0.0770849,49.3592817,33231491989.0,https://guide.michelin.com/en/normandie/deauville/restaurant/maximin-hellio,https://www.maximinhellio.fr/,1 MICHELIN Star,14800,64 rue Gambetta,1.0,4 étoiles,CAMPING DES HARAS,chemin du calvaire,Touques,0231884484,haras@capfun.com,http://www.camping-des-haras.com/,,,"49.348447,0.109366",CALVADOS,NORMANDIE,4,358
L'Auberge de Bagatelle,Le mans,58,120,Modern Cuisine,0.2359126,47.9990983,33243852573.0,https://guide.michelin.com/en/pays-de-la-loire/le-mans/restaurant/l-auberge-de-bagatelle,https://www.aubergedebagatelle.fr/,1 MICHELIN Star,72000,489 avenue Bollée,1.0,2 étoiles,SELECT HÔTEL,13 rue du père mersenne,Le mans,0243241774,select.hotel.lemans@orange.fr,selecthotellemans.com,48.0,19.0,"47.99824,0.193764",SARTHE,PAYS DE LA LOIRE,2,111
La Bonne Étape,Château-arnoux,75,155,Provençal,6.010534,44.0935978,33492640009.0,https://guide.michelin.com/en/provence-alpes-cote-dazur/chteau-arnoux/restaurant/la-bonne-etape,https://www.bonneetape.com/,1 MICHELIN Star,4160,Chemin du Lac,1.0,1 étoile,HÔTEL DU CHÂTEAU,Avenue Jean Jaurès,Château-arnoux-saint-auban,0492640026,info@hotelchateauarnoux.com,http://www.hotelchateauarnoux.com/,22.0,9.0,"44.09321,6.009229",ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE D'AZUR,1,73
Château du Mont Joly,Sampans,49,115,Modern Cuisine,5.45684,47.12314,33384824343.0,https://guide.michelin.com/en/bourgogne-franche-comte/sampans/restaurant/chateau-du-mont-joly,https://www.chateaumontjoly.com/fr/,1 MICHELIN Star,39100,6 rue du Mont-Joly,1.0,3 étoiles,HÔTEL DE LA CLOCHE,1 place Grévy,Dole,0384820606,lacloche.hotel@wanadoo.fr,www.la-cloche.fr,65.0,30.0,"47.094806,5.49726",JURA,BOURGOGNE-FRANCHE-COMTE,3,197
